Cod Vendas;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
34228;2023-08-02;Loja 19;Camiseta Básica;5;51,16;255,8
34229;2024-02-21;Loja 20;Sapato Social;1;177,45;177,45
34230;2025-10-28;Loja 07;Tênis Esportivo;5;100,44;502,2
34231;2024-07-24;Loja 17;Calça Jeans;4;55,04;220,16
34232;2024-12-17;Loja 05;Chinelo;4;35,07;140,28
34233;2023-10-26;Loja 15;Tênis Esportivo;4;131,92;527,68
34234;2023-01-02;Loja 07;Tênis Esportivo;4;97,8;391,2
34235;2025-04-20;Loja 06;Chinelo;4;23,2;92,8
34236;2025-06-06;Loja 02;Tênis Corrida;3;202,74;608,22
34237;2024-05-28;Loja 20;Tênis Esportivo;2;120,24;240,48
34238;2022-12-22;Loja 03;Blusa Manga Longa;4;74,22;296,88
34239;2024-10-29;Loja 06;Tênis Corrida;1;247,99;247,99
34240;2023-11-22;Loja 08;Sapatilha Casual;4;80,81;323,24
34241;2025-05-24;Loja 02;Calça Moletom;5;83,32;416,6
34242;2023-09-20;Loja 05;Camisa Polo;5;72,17;360,85
34243;2025-07-19;Loja 08;Calça Jeans;5;111,0;555,0
34244;2023-12-08;Loja 09;Bota Couro;1;198,67;198,67
34245;2025-04-07;Loja 08;Sapatilha Casual;3;31,12;93,36
34246;2024-08-10;Loja 08;Tênis Corrida;1;120,55;120,55
34247;2024-06-24;Loja 08;Calça Moletom;2;126,22;252,44
34248;2025-04-26;Loja 01;Sapatilha Casual;3;80,33;240,99
34249;2025-06-18;Loja 04;Calça Jeans;3;133,55;400,65
34250;2024-12-30;Loja 18;Sapatilha Casual;1;63,44;63,44
34251;2023-09-01;Loja 10;Tênis Esportivo;2;138,07;276,14
34252;2024-04-03;Loja 17;Tênis Esportivo;1;246,99;246,99
34253;2023-07-16;Loja 14;Shorts Sarja;2;68,69;137,38
34254;2024-10-15;Loja 20;Bota Couro;1;287,59;287,59
34255;2025-04-29;Loja 15;Blusa Manga Longa;2;43,96;87,92
34256;2024-03-24;Loja 14;Calça Moletom;5;164,65;823,25
34257;2023-02-05;Loja 05;Calça Jeans;5;92,71;463,55
34258;2023-11-02;Loja 17;Chinelo;1;42,64;42,64
34259;2024-02-16;Loja 04;Sapatilha Casual;1;90,86;90,86
34260;2025-10-27;Loja 03;Calça Jeans;3;143,23;429,69
34261;2024-03-26;Loja 04;Calça Jeans;2;89,66;179,32
34262;2025-02-14;Loja 11;Bota Couro;2;130,17;260,34
34263;2025-04-03;Loja 16;Blusa Manga Longa;2;56,81;113,62
34264;2023-12-07;Loja 20;Shorts Sarja;2;36,89;73,78
34265;2024-02-22;Loja 15;Sapato Social;3;155,5;466,5
34266;2025-07-24;Loja 09;Calça Moletom;2;109,98;219,96
34267;2025-07-27;Loja 07;Calça Jeans;3;125,55;376,65
34268;2024-11-23;Loja 10;Camisa Polo;2;60,92;121,84
34269;2025-10-15;Loja 10;Camisa Polo;5;109,76;548,8
34270;2024-02-06;Loja 16;Chinelo;2;19,81;39,62
34271;2025-01-20;Loja 15;Chinelo;1;43,42;43,42
34272;2023-07-08;Loja 12;Camiseta Básica;3;112,01;336,03
34273;2023-02-10;Loja 09;Blusa Manga Longa;1;84,66;84,66
34274;2023-11-14;Loja 17;Bota Couro;1;200,72;200,72
34275;2025-01-20;Loja 11;Sapato Social;4;91,58;366,32
34276;2025-02-20;Loja 20;Shorts Sarja;3;60,78;182,34
34277;2023-10-24;Loja 04;Calça Jeans;3;114,18;342,54
34278;2024-02-25;Loja 13;Camiseta Básica;3;109,28;327,84
34279;2024-02-04;Loja 20;Shorts Sarja;5;59,38;296,9
34280;2024-09-29;Loja 02;Tênis Corrida;5;176,98;884,9
34281;2025-01-10;Loja 17;Tênis Esportivo;4;74,7;298,8
34282;2023-03-25;Loja 20;Camiseta Básica;4;99,53;398,12
34283;2024-04-23;Loja 17;Sapatilha Casual;5;62,47;312,35
34284;2024-07-26;Loja 15;Tênis Esportivo;5;83,71;418,55
34285;2025-11-15;Loja 02;Sapatilha Casual;2;91,02;182,04
34286;2025-01-23;Loja 01;Calça Jeans;2;79,45;158,9
34287;2023-08-04;Loja 07;Camiseta Básica;5;48,02;240,1
34288;2025-02-27;Loja 19;Bota Couro;2;192,08;384,16
34289;2023-05-01;Loja 19;Sapato Social;1;207,7;207,7
34290;2025-09-18;Loja 15;Calça Moletom;5;104,52;522,6
34291;2024-01-17;Loja 17;Camiseta Básica;1;85,52;85,52
34292;2025-10-26;Loja 07;Camiseta Básica;3;88,63;265,89
34293;2022-11-26;Loja 20;Chinelo;4;39,16;156,64
34294;2025-07-11;Loja 16;Bota Couro;1;348,73;348,73
34295;2024-05-16;Loja 03;Tênis Corrida;2;162,23;324,46
34296;2025-01-13;Loja 09;Blusa Manga Longa;1;47,73;47,73
34297;2024-08-05;Loja 17;Chinelo;4;33,32;133,28
34298;2023-04-17;Loja 02;Calça Moletom;4;149,43;597,72
34299;2024-09-23;Loja 09;Calça Jeans;1;114,43;114,43
34300;2025-06-16;Loja 08;Tênis Corrida;2;163,73;327,46
34301;2023-03-26;Loja 04;Calça Jeans;1;144,45;144,45
34302;2024-03-09;Loja 16;Blusa Manga Longa;4;46,98;187,92
34303;2023-07-21;Loja 10;Calça Moletom;2;168,64;337,28
34304;2023-08-29;Loja 01;Camiseta Básica;3;147,29;441,87
34305;2025-03-01;Loja 10;Sapatilha Casual;1;68,76;68,76
34306;2024-03-21;Loja 05;Calça Jeans;3;117,97;353,91
34307;2025-06-20;Loja 17;Camisa Polo;1;59,72;59,72
34308;2024-06-01;Loja 11;Camisa Polo;1;65,59;65,59
34309;2024-06-01;Loja 12;Camisa Polo;5;103,56;517,8
34310;2022-11-26;Loja 14;Calça Jeans;2;113,98;227,96
34311;2023-02-21;Loja 08;Shorts Sarja;4;88,38;353,52
34312;2024-07-09;Loja 10;Camiseta Básica;1;149,9;149,9
34313;2025-11-23;Loja 03;Camisa Polo;3;79,09;237,27
34314;2024-08-11;Loja 14;Camisa Polo;2;89,55;179,1
34315;2023-01-04;Loja 05;Sapato Social;1;200,8;200,8
34316;2024-04-03;Loja 05;Tênis Corrida;1;262,11;262,11
34317;2024-10-14;Loja 05;Sapato Social;1;145,66;145,66
34318;2024-02-09;Loja 15;Tênis Esportivo;5;215,51;1077,55
34319;2024-10-21;Loja 20;Chinelo;4;34,28;137,12
34320;2025-02-20;Loja 05;Calça Jeans;5;110,24;551,2
34321;2024-04-22;Loja 05;Camiseta Básica;5;99,82;499,1
34322;2025-11-10;Loja 17;Tênis Esportivo;1;159,4;159,4
34323;2025-10-21;Loja 04;Sapato Social;2;238,0;476,0
34324;2023-11-01;Loja 11;Blusa Manga Longa;1;38,23;38,23
34325;2024-02-12;Loja 05;Shorts Sarja;4;86,52;346,08
34326;2025-07-07;Loja 14;Blusa Manga Longa;3;66,66;199,98
34327;2023-10-10;Loja 09;Calça Moletom;3;82,4;247,2
34328;2025-08-27;Loja 02;Blusa Manga Longa;5;76,5;382,5
34329;2023-06-03;Loja 19;Calça Jeans;3;59,36;178,08
34330;2023-04-06;Loja 14;Chinelo;1;42,87;42,87
34331;2022-11-25;Loja 20;Calça Jeans;1;114,19;114,19
34332;2024-06-11;Loja 07;Camisa Polo;1;149,8;149,8
34333;2025-06-14;Loja 20;Chinelo;3;21,72;65,16
34334;2025-11-09;Loja 15;Sapato Social;1;228,62;228,62
34335;2023-02-06;Loja 14;Tênis Esportivo;2;101,88;203,76
34336;2023-09-25;Loja 11;Sapatilha Casual;3;46,43;139,29
34337;2025-01-16;Loja 12;Camiseta Básica;4;145,39;581,56
34338;2023-05-04;Loja 04;Camisa Polo;5;84,6;423,0
34339;2023-12-16;Loja 01;Chinelo;5;36,61;183,05
34340;2023-11-09;Loja 20;Camiseta Básica;1;146,27;146,27
34341;2025-02-18;Loja 02;Tênis Corrida;1;128,51;128,51
34342;2023-08-29;Loja 07;Camiseta Básica;1;112,62;112,62
34343;2023-01-25;Loja 13;Sapato Social;3;205,86;617,58
34344;2023-01-15;Loja 19;Chinelo;2;32,39;64,78
34345;2025-10-21;Loja 17;Camisa Polo;1;72,25;72,25
34346;2025-02-21;Loja 04;Tênis Corrida;2;131,07;262,14
34347;2025-07-07;Loja 12;Camiseta Básica;4;109,33;437,32
34348;2024-04-04;Loja 09;Shorts Sarja;4;88,03;352,12
34349;2024-01-11;Loja 20;Tênis Corrida;3;200,98;602,94
34350;2023-11-30;Loja 08;Calça Jeans;2;144,61;289,22
34351;2023-09-06;Loja 09;Calça Jeans;5;177,49;887,45
34352;2025-05-31;Loja 06;Tênis Esportivo;3;190,62;571,86
34353;2024-09-15;Loja 06;Chinelo;1;25,49;25,49
34354;2024-02-20;Loja 15;Bota Couro;3;182,02;546,06
34355;2023-07-13;Loja 04;Chinelo;3;49,15;147,45
34356;2024-04-03;Loja 08;Calça Moletom;2;53,74;107,48
34357;2024-05-25;Loja 03;Shorts Sarja;1;67,43;67,43
34358;2024-07-06;Loja 13;Calça Moletom;3;160,16;480,48
34359;2025-09-12;Loja 07;Blusa Manga Longa;5;67,53;337,65
34360;2023-12-16;Loja 05;Tênis Esportivo;3;297,35;892,05
34361;2025-07-09;Loja 11;Calça Moletom;5;128,82;644,1
34362;2024-01-23;Loja 13;Bota Couro;1;279,01;279,01
34363;2023-08-28;Loja 06;Shorts Sarja;1;75,48;75,48
34364;2023-04-08;Loja 12;Sapato Social;1;211,64;211,64
34365;2023-03-16;Loja 17;Tênis Corrida;3;131,21;393,63
34366;2024-02-08;Loja 20;Camiseta Básica;5;128,94;644,7
34367;2024-02-24;Loja 16;Calça Moletom;5;171,43;857,15
34368;2023-12-21;Loja 15;Sapatilha Casual;1;53,37;53,37
34369;2024-01-30;Loja 09;Camiseta Básica;5;47,03;235,15
34370;2025-02-08;Loja 01;Calça Moletom;5;77,5;387,5
34371;2024-09-17;Loja 06;Shorts Sarja;2;62,45;124,9
34372;2024-10-18;Loja 14;Blusa Manga Longa;4;54,73;218,92
34373;2024-05-17;Loja 14;Calça Moletom;4;135,3;541,2
34374;2024-04-25;Loja 08;Bota Couro;4;294,75;1179,0
34375;2025-07-26;Loja 07;Bota Couro;4;222,51;890,04
34376;2025-03-07;Loja 03;Calça Moletom;1;152,11;152,11
34377;2024-08-08;Loja 08;Tênis Esportivo;5;281,62;1408,1
34378;2023-12-17;Loja 19;Chinelo;2;24,12;48,24
34379;2024-01-13;Loja 19;Tênis Corrida;3;158,91;476,73
34380;2023-01-20;Loja 18;Sapatilha Casual;5;35,21;176,05
34381;2025-10-23;Loja 16;Blusa Manga Longa;4;73,42;293,68
34382;2023-10-24;Loja 19;Sapatilha Casual;4;78,03;312,12
34383;2024-12-21;Loja 18;Calça Jeans;1;102,5;102,5
34384;2023-12-07;Loja 17;Tênis Corrida;3;184,53;553,59
34385;2024-04-06;Loja 20;Bota Couro;5;301,49;1507,45
34386;2023-08-20;Loja 13;Calça Jeans;3;53,26;159,78
34387;2023-03-16;Loja 01;Blusa Manga Longa;5;48,95;244,75
34388;2023-06-28;Loja 17;Tênis Esportivo;4;157,53;630,12
34389;2023-04-13;Loja 08;Calça Jeans;2;142,33;284,66
34390;2024-05-23;Loja 10;Calça Moletom;3;138,42;415,26
34391;2023-09-01;Loja 11;Shorts Sarja;2;67,1;134,2
34392;2024-03-08;Loja 07;Tênis Esportivo;5;218,19;1090,95
34393;2024-01-27;Loja 10;Shorts Sarja;3;74,67;224,01
34394;2023-03-13;Loja 14;Blusa Manga Longa;4;57,94;231,76
34395;2024-02-03;Loja 05;Camisa Polo;4;108,15;432,6
34396;2025-02-15;Loja 19;Chinelo;4;12,99;51,96
34397;2024-01-19;Loja 08;Sapatilha Casual;2;101,45;202,9
34398;2024-01-24;Loja 09;Tênis Esportivo;1;95,85;95,85
34399;2023-02-09;Loja 02;Tênis Corrida;5;79,09;395,45
34400;2025-04-09;Loja 10;Bota Couro;5;131,07;655,35
34401;2023-05-06;Loja 08;Calça Jeans;2;103,24;206,48
34402;2024-04-13;Loja 13;Calça Moletom;4;167,8;671,2
34403;2025-02-02;Loja 01;Tênis Esportivo;5;101,44;507,2
34404;2023-08-31;Loja 10;Blusa Manga Longa;4;43,05;172,2
34405;2023-08-13;Loja 14;Chinelo;2;11,48;22,96
34406;2025-10-25;Loja 03;Calça Moletom;3;96,31;288,93
34407;2023-08-17;Loja 01;Tênis Corrida;1;247,0;247,0
34408;2025-01-09;Loja 16;Blusa Manga Longa;1;92,76;92,76
34409;2024-03-05;Loja 14;Blusa Manga Longa;2;58,47;116,94
34410;2025-05-11;Loja 19;Calça Jeans;5;149,5;747,5
34411;2024-08-29;Loja 10;Sapato Social;5;176,43;882,15
34412;2025-09-02;Loja 13;Calça Jeans;3;51,37;154,11
34413;2023-02-02;Loja 20;Blusa Manga Longa;1;44,69;44,69
34414;2023-08-13;Loja 04;Calça Moletom;1;92,78;92,78
34415;2023-05-03;Loja 13;Shorts Sarja;1;56,2;56,2
34416;2023-12-10;Loja 03;Calça Jeans;2;121,12;242,24
34417;2024-05-27;Loja 05;Camisa Polo;5;86,1;430,5
34418;2023-01-05;Loja 13;Camiseta Básica;4;91,27;365,08
34419;2023-11-14;Loja 08;Camiseta Básica;1;110,42;110,42
34420;2024-07-09;Loja 07;Blusa Manga Longa;4;84,56;338,24
34421;2025-03-23;Loja 15;Calça Moletom;5;120,58;602,9
34422;2025-07-25;Loja 05;Chinelo;2;26,53;53,06
34423;2023-08-31;Loja 12;Sapatilha Casual;2;87,83;175,66
34424;2023-09-16;Loja 19;Calça Moletom;5;100,24;501,2
34425;2025-11-07;Loja 09;Sapatilha Casual;4;73,28;293,12
34426;2024-03-31;Loja 06;Calça Jeans;3;134,47;403,41
34427;2023-09-24;Loja 15;Sapato Social;4;223,42;893,68
34428;2023-11-07;Loja 18;Bota Couro;3;187,44;562,32
34429;2024-04-10;Loja 18;Calça Jeans;5;166,75;833,75
34430;2024-12-28;Loja 14;Shorts Sarja;3;51,53;154,59
34431;2023-04-21;Loja 17;Sapato Social;2;155,7;311,4
34432;2024-09-26;Loja 10;Chinelo;1;43,9;43,9
34433;2023-02-11;Loja 09;Calça Moletom;4;143,67;574,68
34434;2024-07-01;Loja 19;Tênis Esportivo;5;102,55;512,75
34435;2024-05-04;Loja 19;Calça Jeans;1;92,06;92,06
34436;2023-11-14;Loja 03;Calça Jeans;3;56,6;169,8
34437;2023-03-03;Loja 17;Chinelo;3;32,41;97,23
34438;2024-04-10;Loja 20;Bota Couro;3;335,22;1005,66
34439;2023-03-04;Loja 08;Sapatilha Casual;3;119,5;358,5
34440;2024-05-17;Loja 13;Calça Jeans;2;88,24;176,48
34441;2023-05-16;Loja 09;Calça Jeans;4;104,22;416,88
34442;2023-10-30;Loja 20;Tênis Esportivo;1;108,82;108,82
34443;2024-04-11;Loja 02;Camiseta Básica;5;85,44;427,2
34444;2023-12-18;Loja 05;Sapato Social;1;247,06;247,06
34445;2025-02-15;Loja 10;Calça Jeans;4;125,14;500,56
34446;2025-04-21;Loja 03;Tênis Corrida;2;292,24;584,48
34447;2024-11-24;Loja 01;Shorts Sarja;5;84,98;424,9
34448;2025-05-26;Loja 17;Calça Moletom;2;109,3;218,6
34449;2024-12-18;Loja 17;Sapatilha Casual;1;73,5;73,5
34450;2022-11-28;Loja 07;Tênis Esportivo;5;62,68;313,4
34451;2025-09-20;Loja 14;Sapato Social;3;241,08;723,24
34452;2023-01-13;Loja 20;Camisa Polo;2;133,78;267,56
34453;2023-08-12;Loja 20;Tênis Corrida;4;139,59;558,36
34454;2023-10-04;Loja 07;Camiseta Básica;2;111,26;222,52
34455;2025-10-23;Loja 13;Chinelo;5;31,01;155,05
34456;2023-04-08;Loja 04;Camisa Polo;3;99,03;297,09
34457;2024-09-30;Loja 10;Chinelo;2;41,33;82,66
34458;2023-08-25;Loja 03;Chinelo;2;29,54;59,08
34459;2023-08-14;Loja 01;Sapato Social;4;135,59;542,36
34460;2023-05-08;Loja 03;Tênis Corrida;5;225,74;1128,7
34461;2024-12-25;Loja 08;Shorts Sarja;5;72,62;363,1
34462;2025-10-25;Loja 13;Camisa Polo;4;64,81;259,24
34463;2024-12-19;Loja 18;Chinelo;2;20,62;41,24
34464;2025-03-21;Loja 16;Tênis Corrida;3;138,12;414,36
34465;2023-09-30;Loja 16;Sapato Social;5;169,58;847,9
34466;2024-03-10;Loja 20;Camisa Polo;1;52,42;52,42
34467;2024-01-13;Loja 01;Tênis Corrida;2;147,08;294,16
34468;2024-03-07;Loja 02;Tênis Corrida;5;259,52;1297,6
34469;2023-11-25;Loja 19;Sapato Social;5;198,54;992,7
34470;2023-05-17;Loja 03;Sapato Social;2;129,66;259,32
34471;2023-07-22;Loja 15;Tênis Corrida;5;182,11;910,55
34472;2025-10-01;Loja 02;Shorts Sarja;2;32,6;65,2
34473;2025-09-13;Loja 10;Blusa Manga Longa;5;75,67;378,35
34474;2024-04-16;Loja 18;Blusa Manga Longa;5;80,17;400,85
34475;2024-04-15;Loja 03;Calça Moletom;1;56,96;56,96
34476;2024-12-19;Loja 12;Bota Couro;2;201,49;402,98
34477;2024-05-27;Loja 03;Bota Couro;3;133,57;400,71
34478;2023-06-11;Loja 08;Bota Couro;2;293,8;587,6
34479;2025-02-02;Loja 10;Blusa Manga Longa;2;45,06;90,12
34480;2023-10-27;Loja 15;Tênis Esportivo;2;253,79;507,58
34481;2023-12-15;Loja 20;Chinelo;3;20,32;60,96
34482;2023-07-26;Loja 11;Chinelo;3;40,33;120,99
34483;2025-02-13;Loja 20;Sapatilha Casual;3;31,83;95,49
34484;2024-01-21;Loja 13;Calça Jeans;5;159,32;796,6
34485;2023-05-01;Loja 15;Blusa Manga Longa;1;109,7;109,7
34486;2025-10-12;Loja 20;Calça Moletom;4;135,47;541,88
34487;2025-10-30;Loja 10;Camisa Polo;1;87,85;87,85
34488;2023-10-26;Loja 11;Calça Moletom;5;132,48;662,4
34489;2023-11-25;Loja 08;Sapatilha Casual;1;60,4;60,4
34490;2024-03-28;Loja 04;Calça Jeans;4;162,38;649,52
34491;2025-01-14;Loja 12;Sapatilha Casual;2;88,92;177,84
34492;2025-04-10;Loja 02;Camiseta Básica;3;103,87;311,61
34493;2025-09-16;Loja 11;Sapatilha Casual;1;39,45;39,45
34494;2024-01-10;Loja 11;Camiseta Básica;2;113,78;227,56
34495;2025-06-16;Loja 12;Chinelo;2;47,92;95,84
34496;2024-02-04;Loja 03;Calça Moletom;1;178,01;178,01
34497;2025-04-23;Loja 12;Tênis Corrida;1;139,28;139,28
34498;2025-03-22;Loja 06;Tênis Corrida;5;150,19;750,95
34499;2023-07-07;Loja 05;Calça Jeans;2;78,24;156,48
34500;2025-07-03;Loja 10;Blusa Manga Longa;2;60,36;120,72
34501;2025-01-31;Loja 12;Sapatilha Casual;1;110,57;110,57
34502;2023-05-23;Loja 07;Tênis Esportivo;2;266,87;533,74
34503;2024-10-30;Loja 17;Sapatilha Casual;1;55,06;55,06
34504;2024-02-16;Loja 13;Calça Jeans;4;68,03;272,12
34505;2023-10-21;Loja 03;Tênis Esportivo;4;71,33;285,32
34506;2025-06-26;Loja 15;Shorts Sarja;1;34,33;34,33
34507;2022-12-25;Loja 04;Camiseta Básica;1;72,79;72,79
34508;2023-05-09;Loja 20;Calça Moletom;3;161,21;483,63
34509;2023-04-02;Loja 01;Bota Couro;4;344,61;1378,44
34510;2024-12-02;Loja 14;Shorts Sarja;5;64,56;322,8
34511;2025-06-11;Loja 20;Sapatilha Casual;3;42,78;128,34
34512;2023-11-09;Loja 02;Blusa Manga Longa;2;39,75;79,5
34513;2023-02-09;Loja 18;Bota Couro;3;110,94;332,82
34514;2024-09-30;Loja 06;Blusa Manga Longa;3;76,93;230,79
34515;2025-07-19;Loja 02;Sapato Social;1;180,36;180,36
34516;2023-01-01;Loja 19;Chinelo;1;20,7;20,7
34517;2023-09-26;Loja 10;Calça Moletom;1;121,11;121,11
34518;2023-10-04;Loja 06;Bota Couro;2;186,17;372,34
34519;2023-12-23;Loja 02;Sapato Social;3;180,26;540,78
34520;2023-07-24;Loja 14;Sapato Social;1;149,51;149,51
34521;2025-05-16;Loja 03;Tênis Esportivo;2;84,81;169,62
34522;2024-11-02;Loja 18;Camisa Polo;2;134,38;268,76
34523;2023-11-11;Loja 15;Shorts Sarja;1;82,06;82,06
34524;2023-06-04;Loja 17;Sapatilha Casual;1;62,51;62,51
34525;2025-06-20;Loja 08;Calça Jeans;4;171,29;685,16
34526;2023-01-01;Loja 07;Sapatilha Casual;3;67,89;203,67
34527;2025-01-08;Loja 18;Camiseta Básica;5;134,5;672,5
34528;2025-04-25;Loja 03;Tênis Esportivo;3;84,48;253,44
34529;2023-03-25;Loja 06;Camisa Polo;5;108,68;543,4
34530;2024-05-20;Loja 17;Blusa Manga Longa;5;73,46;367,3
34531;2022-11-30;Loja 04;Calça Jeans;5;66,02;330,1
34532;2025-10-31;Loja 13;Sapato Social;4;202,53;810,12
34533;2025-10-13;Loja 14;Bota Couro;3;249,59;748,77
34534;2025-02-01;Loja 04;Calça Moletom;4;77,38;309,52
34535;2025-02-08;Loja 08;Sapato Social;4;184,02;736,08
34536;2023-03-22;Loja 17;Calça Moletom;5;83,63;418,15
34537;2022-11-26;Loja 11;Sapatilha Casual;2;35,05;70,1
34538;2024-08-06;Loja 18;Sapatilha Casual;2;78,38;156,76
34539;2023-08-13;Loja 14;Shorts Sarja;1;41,61;41,61
34540;2024-06-19;Loja 11;Tênis Esportivo;2;189,1;378,2
34541;2024-05-26;Loja 20;Tênis Esportivo;4;84,96;339,84
34542;2024-07-20;Loja 11;Shorts Sarja;4;83,2;332,8
34543;2025-10-16;Loja 11;Sapatilha Casual;5;55,4;277,0
34544;2024-12-09;Loja 17;Calça Jeans;3;117,32;351,96
34545;2025-01-06;Loja 18;Shorts Sarja;1;50,44;50,44
34546;2025-02-20;Loja 03;Calça Jeans;5;90,51;452,55
34547;2025-09-13;Loja 20;Shorts Sarja;3;66,86;200,58
34548;2022-12-28;Loja 01;Shorts Sarja;1;84,54;84,54
34549;2024-04-16;Loja 01;Camiseta Básica;5;141,89;709,45
34550;2023-06-01;Loja 15;Calça Moletom;2;158,13;316,26
34551;2024-11-27;Loja 16;Camisa Polo;3;128,8;386,4
34552;2025-11-21;Loja 01;Calça Moletom;4;175,35;701,4
34553;2025-04-14;Loja 20;Camiseta Básica;1;122,89;122,89
34554;2023-01-09;Loja 07;Tênis Corrida;1;64,33;64,33
34555;2024-02-19;Loja 03;Tênis Esportivo;3;139,64;418,92
34556;2022-12-16;Loja 18;Sapatilha Casual;5;30,12;150,6
34557;2023-02-20;Loja 17;Sapatilha Casual;4;86,59;346,36
34558;2023-02-06;Loja 08;Bota Couro;4;293,38;1173,52
34559;2024-02-15;Loja 12;Calça Jeans;3;160,32;480,96
34560;2025-10-26;Loja 10;Tênis Esportivo;4;264,28;1057,12
34561;2024-08-27;Loja 14;Chinelo;3;38,02;114,06
34562;2025-05-12;Loja 18;Chinelo;5;27,1;135,5
34563;2025-01-05;Loja 09;Tênis Corrida;5;272,16;1360,8
34564;2024-05-05;Loja 09;Shorts Sarja;4;51,13;204,52
34565;2023-04-16;Loja 01;Tênis Corrida;5;239,32;1196,6
34566;2023-09-02;Loja 01;Chinelo;4;27,46;109,84
34567;2024-02-03;Loja 11;Shorts Sarja;1;46,0;46,0
34568;2024-06-08;Loja 05;Tênis Esportivo;4;156,52;626,08
34569;2025-05-25;Loja 04;Camiseta Básica;4;47,62;190,48
34570;2025-02-21;Loja 16;Chinelo;2;32,09;64,18
34571;2025-05-20;Loja 15;Tênis Corrida;1;124,27;124,27
34572;2025-07-10;Loja 04;Sapatilha Casual;1;86,66;86,66
34573;2023-06-09;Loja 02;Camisa Polo;5;126,05;630,25
34574;2023-10-16;Loja 04;Shorts Sarja;3;88,47;265,41
34575;2024-01-13;Loja 03;Tênis Esportivo;4;160,43;641,72
34576;2023-08-31;Loja 17;Blusa Manga Longa;3;77,12;231,36
34577;2025-03-10;Loja 11;Camiseta Básica;1;46,43;46,43
34578;2024-09-13;Loja 01;Chinelo;3;36,85;110,55
34579;2023-11-01;Loja 09;Calça Moletom;5;133,78;668,9
34580;2025-11-22;Loja 04;Tênis Corrida;1;272,63;272,63
34581;2025-03-09;Loja 19;Shorts Sarja;2;73,07;146,14
34582;2023-09-16;Loja 09;Tênis Corrida;5;283,22;1416,1
34583;2023-02-28;Loja 04;Bota Couro;2;263,1;526,2
34584;2025-01-19;Loja 12;Camiseta Básica;3;40,6;121,8
34585;2023-09-02;Loja 09;Calça Moletom;2;144,93;289,86
34586;2025-05-15;Loja 10;Chinelo;5;30,39;151,95
34587;2024-12-19;Loja 01;Camiseta Básica;2;116,88;233,76
34588;2025-07-01;Loja 12;Chinelo;5;36,51;182,55
34589;2025-07-18;Loja 16;Tênis Esportivo;1;104,28;104,28
34590;2023-05-11;Loja 03;Shorts Sarja;2;56,29;112,58
34591;2024-08-24;Loja 10;Camisa Polo;3;120,8;362,4
34592;2023-08-30;Loja 20;Sapatilha Casual;4;42,58;170,32
34593;2023-11-01;Loja 15;Calça Moletom;1;124,8;124,8
34594;2024-04-19;Loja 06;Camisa Polo;1;71,67;71,67
34595;2025-08-20;Loja 10;Shorts Sarja;4;46,81;187,24
34596;2022-11-25;Loja 14;Camisa Polo;5;80,41;402,05
34597;2023-11-30;Loja 07;Blusa Manga Longa;3;101,04;303,12
34598;2025-06-01;Loja 14;Camiseta Básica;5;128,62;643,1
34599;2023-11-19;Loja 04;Calça Moletom;4;137,76;551,04
34600;2023-08-24;Loja 11;Camiseta Básica;3;55,56;166,68
34601;2025-04-24;Loja 08;Tênis Corrida;5;156,09;780,45
34602;2025-08-28;Loja 01;Calça Moletom;1;172,14;172,14
34603;2024-06-26;Loja 06;Calça Jeans;5;175,6;878,0
34604;2024-07-27;Loja 06;Blusa Manga Longa;2;54,84;109,68
34605;2023-07-03;Loja 16;Sapatilha Casual;1;110,61;110,61
34606;2023-10-29;Loja 03;Tênis Corrida;3;148,97;446,91
34607;2025-05-08;Loja 05;Shorts Sarja;2;48,39;96,78
34608;2024-12-29;Loja 19;Camiseta Básica;1;83,53;83,53
34609;2023-11-22;Loja 06;Camiseta Básica;1;119,74;119,74
34610;2023-09-15;Loja 08;Chinelo;5;45,33;226,65
34611;2023-11-04;Loja 03;Sapatilha Casual;3;71,71;215,13
34612;2023-05-28;Loja 15;Blusa Manga Longa;1;50,07;50,07
34613;2024-10-21;Loja 19;Camiseta Básica;2;111,44;222,88
34614;2024-08-19;Loja 15;Tênis Corrida;2;134,27;268,54
34615;2025-04-14;Loja 07;Camisa Polo;2;82,62;165,24
34616;2024-09-23;Loja 15;Blusa Manga Longa;2;83,68;167,36
34617;2022-12-06;Loja 19;Sapatilha Casual;2;54,74;109,48
34618;2024-11-28;Loja 06;Calça Moletom;5;144,11;720,55
34619;2025-11-04;Loja 12;Camisa Polo;2;61,32;122,64
34620;2024-11-21;Loja 12;Tênis Corrida;2;194,98;389,96
34621;2022-12-13;Loja 12;Bota Couro;3;170,41;511,23
34622;2024-04-05;Loja 15;Shorts Sarja;1;61,36;61,36
34623;2025-09-11;Loja 04;Calça Moletom;1;116,09;116,09
34624;2024-08-03;Loja 05;Bota Couro;1;279,3;279,3
34625;2023-03-04;Loja 03;Calça Moletom;4;121,98;487,92
34626;2023-02-08;Loja 16;Tênis Esportivo;5;93,88;469,4
34627;2025-06-22;Loja 04;Camiseta Básica;1;83,57;83,57
34628;2023-02-24;Loja 18;Tênis Corrida;4;274,63;1098,52
34629;2024-02-28;Loja 16;Sapatilha Casual;5;79,68;398,4
34630;2023-05-27;Loja 19;Sapatilha Casual;1;61,31;61,31
